order,video_id,topic_category,hook_type,pacing_speed,duration_sec,views,likes,shares,comments,saves,engagement_rate_pct,title,url
74,"7612554976145001735","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Cikgu pun tertekan sampai lupa nak record voice over semalam 😭 Hari ni jom kita buat Sup Ikan Merah versi mengantuk  created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7612554976145001735"
75,"7612149333114408199","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Korang tertekan ke banyak menu dessert nak kejar. Jangan risau, tekanan tu takkan berkurang sebab hari ni kita nak buat Apple Fritters. Crispy batter di luar, dicampur apple yang lembut di dalam, sedapnyaa kunyah benda ni 🥹 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7612149333114408199"
76,"7611806547060051208","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Siakap Stim Bersantan, inilah menu yang you guys wajib cuba masak untuk buka puasa hari ni. Rasa kuah pekat, masam, pedas, hirup macam tu pun dah sedap 🥹 Hari ni tak garang. Mood tengah happy ni 🥰🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7611806547060051208"
77,"7617088420640197906","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",0,3900000,359900,17600,2212,5604,10.93,"","https://www.tiktok.com/@khairulaming/video/7617088420640197906"
78,"7611453477151116552","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Yang mana masak rentung, puding terbelah dua, menari pun tangan keras, haa try yang ni pulak. Overnight Chia Pudding ni tak payah masak, campur letak dalam chiller je.  Kalau yang ni fail jugak aku pencen next year 🤲🏻 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7611453477151116552"
79,"7611431627465526536","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Hari tu korang dah buat Ayam Pop kan, haa kejap kita tambah lagi satu lauk iaitu Gulai Ayam Padang. Yang ni boleh pair jugak dgn sambal tempe and es jeruk yang kita buat hari tu 🤤🤤 Esok weekend, nak bagi menu apa yang susah susah skit ehh. Yang ni senang sangat created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7611431627465526536"
80,"7611138673060400402","BEHIND_THE_SCENES_BISNES","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"9 tahun lepas i was alone dalam rumah sewa, buat video masak yang tak tahu ada orang tengok ke tak.  Tahun demi tahun kita mula kenal each other. Ada yang dari zaman belajar now dah kerja, ada yang bujang skrang dah kahwin, ada yang dah jadi mak ayah, dan ada juga yang dah pergi meninggalkan kita. Saya dah tak boleh create moments ni dengan arwah ayah, tapi bila tengok korang happy masak dengan family, that means the world to me. Dari Malaysia ke seluruh dunia, terima kasih guys for everything  created by Khairulaming with Elldzs’s som original","https://www.tiktok.com/@khairulaming/video/7611138673060400402"
81,"7611066108279377160","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Maaf lambat sikit ada mesyuarat PIBG tadi. Mak ayah bising anak stress. Hari ni kita tukar syllabus ke Indian food, jom buat Vadai. Sangatlah sedap tak boleh stop makan 😋 Kepada akka amma kalau saya ada salah step tolong betulkan pleasee 🥹 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7611066108279377160"
82,"7610718382635191570","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Tugasan terakhir hari ni adalah yang paling simple, demi membetulkan balik Aiskrim Goreng saya yang diaibkan 7 tahun lepas. Say hello to Aiskrim Goreng Pro Max. Cuma guna dua bahan, aiskrim dan roti. Taknak dengar alasan roti habis yaa. Pepatah jepun pernah berbunyi ""Doryoku wa kanarazu mukuwareru"" Kalau kita berusaha, kejayaan itu tak akan sia sia created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7610718382635191570"
83,"7610699789948308744","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Disebabkan hati cikgu terluka, jom kita buat Tenggiri Masak Cuka. Tak ada tenggiri, boleh ganti siakap. Takde siakap, ganti Kembong. Tak ada jugak boleh guna ikan bandaraya. Dapat membantu alam sekitar kita.  Almost there guys, one more task lagi sejam yaa created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7610699789948308744"
84,"7610678008025976071","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Tak ada masa untuk rehat, next kita buat Doughnut Balls. Disebabkan ada kalangan kamu yang taknak ke supermarket, jadi kita akan uli sendiri donut hari ni. Donut instant tak dibenarkan Lets keep moving everyone. Sejam lagi dah keluar next video. Go go go created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7610678008025976071"
85,"7610652458473245970","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Disebabkan semalam aku dimalukan, hari ni kita release EMPAT video resipi, bermula sekarang. First task, Lala Tumis Serai. Ada yang cakap ""KA kenapa banyak sangat menu ayam"". Haa dia memintaaaa, hari ni silakan cari lala 😊 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7610652458473245970"
86,"7610273174038662418","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Rehat dah habis ya. Hari ni kita ada Honey BBQ Chicken Tenders. Yang ni kena pakai bbq sauce, and sebenarnya sos ni ada kat sebelah plum sauce kat supermarket. Maaf tak bagitahu awal-awal. Awak semua pun tak tanya jadi saya diam je la 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7610273174038662418"
87,"7610206671549238536","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Ini penjelasan dari pihak saya created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7610206671549238536"
88,"7609908058969591047","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Disebabkan ramai dah mula burn out sampai nak drop out, baiklah hari ni kita buat simple sikit iaitu Ayam Goreng Crispy Cicah Sos Thai. Boleh makan ni kalau stress, krup krap krup krap tu sedappp bila kunyah created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7609908058969591047"
89,"7609600086259125511","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Korang dah balik dari supermarket tapi tak beli tempe? haa itu bukan masalah saya. Sebab kita dah cakap hari ni nak buat Sambal Tempe 🥰 Tempe digoreng rangup dan ditumbuk bersama cili dan perahan limau perghh kecur air liur 🌶️🌶️🔥🔥 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7609600086259125511"
90,"7609573463442918663","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Next recipe ni sangatlah mudah, dijamin Pak Nil pun takkan membebel. Cuma korang kena pergi supermarket lagi sekali. Jom kita buat Smores Dip 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7609573463442918663"
91,"7609536695586901256","BEHIND_THE_SCENES_BISNES","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Are you readyy hari ni kita nak buat projek berkumpulan pulak iaitu Nasi Kukus Ayam Berempah. Ada banyak department untuk menu ni, kita ada ayam goreng, nasi kukus, gulai dan juga sambal. So please split the tasks and work together kat rumah nanti okeh 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7609536695586901256"
92,"7609204260554689799","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Mohon bersabar jangan menekan-nekan. Boleh sejukkan badan dengan Pisang Sagu Gula Melaka ni. Sangat senang nak buat guna 4 bahan je. Lega tekak minum sejuk-sejuk 🤤 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7609204260554689799"
93,"7609170882749041928","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Resipi semalam semua dah buat kan? sebab hari ni kita dah nak switch ke international studies, buat Ayam Peri-Peri. Guna air fryer pun dah boleh dapat ayam juicy sedap macam ni 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7609170882749041928"
94,"7608860626051452168","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Korang dah balik dari supermarket? haa jom pergi lagi sekali and beli roti mantou. Cicah dengan kuah buttermilk ni sangatlah sedap yaaa 🥰 Yang muda-muda kat rumah boleh takeover menu ni untuk family created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608860626051452168"
95,"7608833168380087559","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Esok weekend tapi semua tak boleh rehat lagi. Next jom kita buat Peach Cobbler untuk makan waktu moreh dengan aiskrim vanila. Siapa in charge dessert dalam rumah boleh buat task ni 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608833168380087559"
96,"7608800441157061896","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Kalau sos plum tak ada takpe kita switch ke Cantonese Yee Mee hari ni. Mudah, cepat, sedap, sangat beginner friendly untuk masak 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608800441157061896"
97,"7608286853602495762","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Belum habis lagi, kita ada pulak resipi Ayam Pop.  Yang masih tengah study ayam sos plum tu kena cepat, kita dah tukar chapter lain dah ni 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608286853602495762"
98,"7608284402535107848","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Ini resipi Puding Karamel. Tahun lepas ramai yang gagal buat, so tahun ni kita R&D balik dengan resipi yang inshaAllah tak gagal Bestnya makan sejuk-sejuk baru keluar dari peti ais 😭 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608284402535107848"
99,"7608279986633510162","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"5 Menu Air Berbuka: Longan Kurma Merah, Watermelon Jasmine, Soda Herbs Kasturi, Infused Water & Es Jeruk. Haa tahun ni kita bagi both air manis dan air kosong. Boleh cuba semua air tapi jangan banyak sangat minum air manis okeh 😁 Selamat berbukaa created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608279986633510162"
100,"7608327127926115592","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Selepas 2 bulan planning, hari ni kita transform Rembayung menjadi live room terbesar di Malaysia. Dengan bantuan 10 co-host termasuk Zizan Razak, hari ni kita akan live di rembayung untuk anda semua. created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608327127926115592"
101,"7608088446246128914","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Resipi kedua: Sardin Tumis Bersantan & Nasi Goreng Cili Kering 😁 Haa ni semua menu sahur yang you guys boleh try buat pagi esok hehe created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608088446246128914"
102,"7608083211482172679","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Resipi pertama: Ayam Sos Plum 😁 Selamat berpuasa semuaa. Jangan lupa set alarm bangun sahurr created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7608083211482172679"
103,"7607696495944518920","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Sesi pembelajaran akan bermula tak lama lagi. Doakan dapur students tak terbakar tahun ni 🥹 Selamat datang ke tahun kesembilan created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7607696495944518920"
104,"7607358641859022087","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Korang dah boleh sahur di Rembayung! 🤣 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7607358641859022087"
105,"7603319942888393991","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Untuk trip pemenang ke New Zealand hari tu kita pilih untuk terbang dengan Malaysia Airlines and yang best dapat try airplane baru untuk route ke Auckland. Business Class and Economy Class dua-dua kita test and ini recap perjalanan kami 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7603319942888393991"
106,"7598834836383616274","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Transition idea untuk customers yang nak buat content kat rembayung nanti. Credit suara acik-acik yang menjerit dalam bas hari tu 😂 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7598834836383616274"
107,"7595842576867953927","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Lepas mengaji kat masjid adik-adik ni naik basikal datang Rembayung mintak tandatangan. Belajar elok-elok dik, semoga berjaya dunia akhirat nanti 🤲 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7595842576867953927"
108,"7590734333808364807","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Inilah dia Rembayung, restoran pertama Khairulaming. Selepas berbulan-bulan buat persediaan, akhirnya kita bersedia untuk membuka tirai.  Berpuluh jenis juadah kampung dan minuman disediakan. Kuih muih pun ada juga. Di rembayung kita tak ada VIP room, semua orang dijemput menjamu selera beramai-ramai Doakan perniagaan kami dipermudahkan dan kami semua tak sabar nak nantikan kehadiran anda 😊 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7590734333808364807"
109,"7589898616588864786","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Tahun ni KA ambil keputusan untuk keluar dari comfort zone dan cuba capai goals yang lagi besar. Adakah penat? memang penat. Tapi itulah sebahagian proses untuk capai semua ni sepanjang 2025 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7589898616588864786"
110,"7588486227058429192","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Hari tu KA bawa semua pemenang NZ trip masuk hutan and tengok bintang dalam gelap gelita. Seriously best boleh tengok bintang terang depan mata sendiri 🥹 And kita bawa juga diaorang naik ferry untuk round tengok tasik biru kat Queenstown NZ trip. Sangat-sangat worth it 🤝 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7588486227058429192"
111,"7581780123779665160","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Selepas setahun simpan rahsia, restoran pertama Khairulaming telah pun siap. Dengan menelan modal 4 juta ringgit, kita bina bangunan dari scratch di atas tanah kosong seluas 8,000 kaki di Kg Baru. Ini adalah investment terbesar KA pernah buat untuk one single project Selepas 10 tahun dalam dunia online, i’m finally ready untuk mulakan langkah ke dunia offline. Ini adalah permulaan untuk planning KA 10 tahun yang seterusnya. Selamat datang ke Rembayung ❤️ created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7581780123779665160"
112,"7569477517594070290","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Tak lama lagi akan start musim kahwin. Ini hadiah paling senang korang boleh bagi kat pengantin. Nak buat hadiah birthday boleh, nak bagi kat office mate untuk appreciation akhir tahun pun bolehh 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7569477517594070290"
113,"7567725292853349639","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Panggilan kepada semua pencipta e-dagang! TikTok Shop MY mempersembahkan program mentorship creator e-dagang. Dapatkan tunjuk ajar daripada mentors, asah potensi anda, dan jadi ICON seterusnya. Cara mendaftar: Langkah 1: Pergi ke akaun @sellwithtiktokshop_my atau @tiktokshop_my Langkah 2: Klik pautan di bio Langkah 3: Pilih banner Creator ICON Registration Langkah 4: Klik Register dan isi borang pendaftaran Tempoh Pendaftaran: 1 – 19 November 2025 Tempat terhad. Jangan lepaskan peluang untuk sertai program bimbingan pencipta e-dagang pertama di Malaysia. #TikTokShopMYCreatorIcon #TikTokShopMY created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7567725292853349639"
114,"7563163420976041223","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Selamat Hari Deepavali kepada semua yang menyambut hari ni. Makan sedap-sedap, enjoy your time dengan family and selamat bercuti okeh!! 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7563163420976041223"
115,"7561682521243585800","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Untuk pemenang New Zealand trip KA bagi surprise naik 3 buah helicopter dan mendarat kat puncak gunung untuk main salji. Diaorang semua tergamam tak expect dapat surprise ni 🥹 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7561682521243585800"
116,"7559609975182462226","BEHIND_THE_SCENES_BISNES","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Today was a good day. Dikelilingi orang-orang baik ❤️ created by Khairulaming with Lord Huron’s The Night We Met","https://www.tiktok.com/@khairulaming/video/7559609975182462226"
117,"7559592837906517256","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Seperti yang dijanjikan, 5 pembeli rendang terpantas bersama plus one dah selamat sampai ke New Zealand  Kesemua 9 orang akan spend masa dengan KA kat sini selama seminggu, all fully sponsored. Unfortunately seorang tak dapat hadir last minute atas faktor tak dapat dielakkan.  Banyak benda best yang KA dahz plan untuk diaorang. Harap perjalanan trip ni lancar dan selamat aminnn 🤲 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7559592837906517256"
118,"7558815491192524039","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Sekarang hari-hari boleh beraya 😁😁 Jemput makan rendang dengan pulut kuning created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7558815491192524039"
119,"7558326630234475794","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Launching RM 1 juta rendang nyet sold out dalam 19 saat, bukan 30 saat. Laju betul jari korang semua 🥹. This one is for all of us, terima kasih guysss sebab support selalu support perniagaan lokal 💪🏻💪🏻 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7558326630234475794"
120,"7557940489006091538","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Akhirnya rendang nyet restock di video bag kuning. Selamat mencuba 😁😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7557940489006091538"
121,"7557181670793809170","BEHIND_THE_SCENES_BISNES","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Gelombang ketiga dah on the way. Diharapkan kesemua delegasi Malaysia dibebaskan dengan selamat. More ships will come 💪🏻⛴️ created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7557181670793809170"
122,"7556138016536890631","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Percutian Staff Khairulaming 2025. Alhamdulillah diberikan peluang untuk kongsi rezeki dengan staff yang baik macam ni 🥹❤️ created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7556138016536890631"
123,"7546453301961837842","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Anugerah ini KA tujukan kepada semua peniaga diluar sana. Ada yang berniaga dalam hujan dan panas, ada yang menitis air mata bila banyak tak terjual, ada yang tak tidur malam fikirkan gaji pekerja, ada yang rugi tapi masih mampu tersenyum lebar. Anda semua orang yang kuat. Teruskanlah berniaga & yakinlah dengan rezeki yang Allah SWT berikan. Yang penting sama-sama kita berniaga dengan cara yang ikhlas, berkat & halal. Salam Maulidur Rasul SAW created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7546453301961837842"
124,"7546452909018402066","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Terima kasih kepada semua orang baik. Anugerah ini untuk anda semua. Salam Maulidur Rasul SAW 🤲 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7546452909018402066"
125,"7541363857399237906","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Dekat New Zealand kita boleh pancing salmon fresh lepas tu potong buat masak atau makan mentah. Ni sambungan NZ series Ep 6. Sorry tau setahun sidai 😭 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7541363857399237906"
126,"7538031355578404103","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Ini semua 5 pemenang yang dapat ke New Zealand. Teharu dengar cerita masing-masing. Ada yang internet satu bar, ada yang menang sambil ayah hantar pergi main volleyball, ada yang menang sambil tidurkan anak.  Satu benda yang KA happy, pemenang ni semua adalah antara kita semua. Bukan orang yang pakai bot, bukan pakai super computer, bukan scalpers. Ini adalah real people, with real stories, yang support produk lokal kita.  Doakan perjalanan kami ke New Zealand dipermudahkan 🙏🏻 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7538031355578404103"
127,"7536113556685884679","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Jumpa anda malam ni. Terima kasih guys, segala usaha berbulan-bulan sampai ke kemuncak hari ni 🥹 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7536113556685884679"
128,"7535792479908515090","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Kalau korang ada plan nak mula berniaga, video ni untuk korang. Ini steps yang boleh buat untuk hasilkan satu produk lokal bermula dari R&D sehingga ke launching. Terima kasih kepada rakyat Malaysia yang tak pernah berhenti support local product kita. Teruskan sokong, sebab ramai lagi peniaga kat luar sana yang baru nak mula and diaorang perlukan support dari kita. created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7535792479908515090"
129,"7535321919747411207","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Ini harga sepaket Rendang Nyet Berapi 😊 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7535321919747411207"
130,"7535069349359439111","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Rendang Nyet ni rendang jenis apa? Ayam ke daging? Macam mana nak makan? Berapa lama expiry date? haa ini penjelasan sepenuhnya yang KA dah compile Welcome to Rendang Nyet 101 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7535069349359439111"
131,"7534961056079432968","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"KA nak bawa 10 orang ke New Zealand lepas launching Rendang Nyet Berapi nanti 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7534961056079432968"
132,"7534587787375430920","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Produk ketiga Khairulaming. Penat lelah dari 3 bulan lepas akhirnya akan berakhir tak lama lagi. KA tak sabar nak bagi you guys rasa Rendang Nyet Berapi ni 🥹 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7534587787375430920"
133,"7524576884361891079","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Cara mudah nak buat Durian Crepe kat rumah 🥰 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7524576884361891079"
134,"7524256191191534856","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Dah lama tak masak so jom kita buat Serawa Durian. Sedap cicah dengan roti or makan dengan pulut panas-panas 😁 created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7524256191191534856"
135,"7516790452549438727","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Lamanya tak masak 🥺 Jom kita buat Daging Belengasss menggunakan daging raya haji yang simpan dalam freezer kat rumah tu hehe  created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7516790452549438727"
136,"7510135319262514439","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Kalau ada bag kuning maksudnya kita baru je restock 😁 Dah ramai repeat order Dendeng Nyet Ekstra Pedas ni. Thank you guyss created by Khairulaming with Khairulaming’s original sound - Khairulaming","https://www.tiktok.com/@khairulaming/video/7510135319262514439"
137,"7501947413062602002","RESEPI_RAMADAN","CRAVING_SENSORY","RAPID_FIRE",60,0,0,0,0,0,0.0,"Kalau ada dekat bag kuning maksudnya kita dah restock! 😁😁 created by Khairulaming with Ramol’s Dream Away","https://www.tiktok.com/@khairulaming/video/7501947413062602002"
